sample,config,baseline_miou,degraded_miou,miou_drop,sensitivity,geo_exp,geo_shift,ling_err,vis_sigma,n_pred_masks,n_gt_masks
synthetic_003,geo_30_15_ling_0_vis_10,0.819,0.3783,0.4407,0.002592,30,15,0.0,10,7,1
synthetic_003,geo_30_15_ling_0_vis_25,0.819,0.1727,0.6464,0.003232,30,15,0.0,25,5,1
synthetic_003,geo_30_15_ling_0_vis_50,0.819,0.0241,0.7949,0.00318,30,15,0.0,50,6,1
synthetic_003,geo_30_15_ling_10_vis_0,0.819,0.4109,0.4081,0.002551,30,15,0.1,0,6,1
synthetic_003,geo_30_15_ling_10_vis_10,0.819,0.4628,0.3563,0.001979,30,15,0.1,10,2,1
synthetic_003,geo_30_15_ling_10_vis_25,0.819,0.217,0.602,0.002867,30,15,0.1,25,5,1
synthetic_003,geo_30_15_ling_10_vis_50,0.819,0.1249,0.6941,0.00267,30,15,0.1,50,3,1
synthetic_003,geo_30_15_ling_20_vis_0,0.819,0.4042,0.4148,0.00244,30,15,0.2,0,6,1
synthetic_003,geo_30_15_ling_20_vis_10,0.819,0.4868,0.3323,0.001749,30,15,0.2,10,5,1
synthetic_003,geo_30_15_ling_20_vis_25,0.819,0.2868,0.5322,0.002419,30,15,0.2,25,6,1
synthetic_003,geo_30_15_ling_20_vis_50,0.819,0.1013,0.7177,0.002658,30,15,0.2,50,5,1
synthetic_003,geo_30_15_ling_30_vis_0,0.819,0.2716,0.5474,0.003041,30,15,0.3,0,4,1
synthetic_003,geo_30_15_ling_30_vis_10,0.819,0.2657,0.5533,0.002767,30,15,0.3,10,3,1
synthetic_003,geo_30_15_ling_30_vis_25,0.819,0.3794,0.4397,0.001912,30,15,0.3,25,3,1
synthetic_003,geo_30_15_ling_30_vis_50,0.819,0.2175,0.6016,0.002148,30,15,0.3,50,7,1
synthetic_004,geo_0_0_ling_0_vis_0,0.8302,0.8266,0.0036,0.003611,0,0,0.0,0,2,1
synthetic_004,geo_0_0_ling_0_vis_10,0.8302,0.7371,0.0931,0.004656,0,0,0.0,10,5,1
synthetic_004,geo_0_0_ling_0_vis_25,0.8302,0.6718,0.1584,0.003168,0,0,0.0,25,3,1
synthetic_004,geo_0_0_ling_0_vis_50,0.8302,0.6529,0.1772,0.001772,0,0,0.0,50,4,1
synthetic_004,geo_0_0_ling_10_vis_0,0.8302,0.8202,0.0099,0.000994,0,0,0.1,0,6,1
synthetic_004,geo_0_0_ling_10_vis_10,0.8302,0.7778,0.0524,0.001747,0,0,0.1,10,5,1
synthetic_004,geo_0_0_ling_10_vis_25,0.8302,0.6744,0.1557,0.002596,0,0,0.1,25,6,1
synthetic_004,geo_0_0_ling_10_vis_50,0.8302,0.5712,0.2589,0.002354,0,0,0.1,50,6,1
synthetic_004,geo_0_0_ling_20_vis_0,0.8302,0.807,0.0232,0.001158,0,0,0.2,0,2,1
synthetic_004,geo_0_0_ling_20_vis_10,0.8302,0.7342,0.096,0.0024,0,0,0.2,10,7,1
synthetic_004,geo_0_0_ling_20_vis_25,0.8302,0.6513,0.1789,0.002556,0,0,0.2,25,2,1
synthetic_004,geo_0_0_ling_20_vis_50,0.8302,0.5256,0.3045,0.002538,0,0,0.2,50,4,1
synthetic_004,geo_0_0_ling_30_vis_0,0.8302,0.7629,0.0672,0.002241,0,0,0.3,0,5,1
synthetic_004,geo_0_0_ling_30_vis_10,0.8302,0.7187,0.1114,0.002229,0,0,0.3,10,2,1
synthetic_004,geo_0_0_ling_30_vis_25,0.8302,0.6152,0.215,0.002687,0,0,0.3,25,5,1
synthetic_004,geo_0_0_ling_30_vis_50,0.8302,0.5573,0.2728,0.002099,0,0,0.3,50,2,1
synthetic_004,geo_10_5_ling_0_vis_0,0.8302,0.7533,0.0768,0.001536,10,5,0.0,0,6,1
synthetic_004,geo_10_5_ling_0_vis_10,0.8302,0.7026,0.1275,0.001822,10,5,0.0,10,2,1
synthetic_004,geo_10_5_ling_0_vis_25,0.8302,0.6454,0.1847,0.001847,10,5,0.0,25,4,1
synthetic_004,geo_10_5_ling_0_vis_50,0.8302,0.5386,0.2916,0.001944,10,5,0.0,50,7,1
synthetic_004,geo_10_5_ling_10_vis_0,0.8302,0.7179,0.1122,0.00187,10,5,0.1,0,4,1
synthetic_004,geo_10_5_ling_10_vis_10,0.8302,0.7105,0.1196,0.001496,10,5,0.1,10,7,1
synthetic_004,geo_10_5_ling_10_vis_25,0.8302,0.4595,0.3707,0.00337,10,5,0.1,25,2,1
synthetic_004,geo_10_5_ling_10_vis_50,0.8302,0.4229,0.4072,0.002545,10,5,0.1,50,7,1
synthetic_004,geo_10_5_ling_20_vis_0,0.8302,0.624,0.2062,0.002945,10,5,0.2,0,4,1
synthetic_004,geo_10_5_ling_20_vis_10,0.8302,0.6423,0.1879,0.002088,10,5,0.2,10,3,1
synthetic_004,geo_10_5_ling_20_vis_25,0.8302,0.4065,0.4237,0.003531,10,5,0.2,25,5,1
synthetic_004,geo_10_5_ling_20_vis_50,0.8302,0.2871,0.543,0.003194,10,5,0.2,50,6,1
synthetic_004,geo_10_5_ling_30_vis_0,0.8302,0.6773,0.1528,0.00191,10,5,0.3,0,4,1
synthetic_004,geo_10_5_ling_30_vis_10,0.8302,0.5722,0.2579,0.002579,10,5,0.3,10,7,1
synthetic_004,geo_10_5_ling_30_vis_25,0.8302,0.5277,0.3025,0.002327,10,5,0.3,25,5,1
synthetic_004,geo_10_5_ling_30_vis_50,0.8302,0.471,0.3592,0.001996,10,5,0.3,50,3,1
synthetic_004,geo_20_10_ling_0_vis_0,0.8302,0.5188,0.3113,0.003113,20,10,0.0,0,7,1
synthetic_004,geo_20_10_ling_0_vis_10,0.8302,0.4497,0.3805,0.003171,20,10,0.0,10,5,1
synthetic_004,geo_20_10_ling_0_vis_25,0.8302,0.3274,0.5028,0.003352,20,10,0.0,25,3,1
synthetic_004,geo_20_10_ling_0_vis_50,0.8302,0.5461,0.2841,0.00142,20,10,0.0,50,2,1
synthetic_004,geo_20_10_ling_10_vis_0,0.8302,0.6528,0.1773,0.001612,20,10,0.1,0,3,1
synthetic_004,geo_20_10_ling_10_vis_10,0.8302,0.3631,0.4671,0.003593,20,10,0.1,10,6,1
synthetic_004,geo_20_10_ling_10_vis_25,0.8302,0.4949,0.3353,0.002096,20,10,0.1,25,5,1
synthetic_004,geo_20_10_ling_10_vis_50,0.8302,0.1945,0.6357,0.003027,20,10,0.1,50,6,1
synthetic_004,geo_20_10_ling_20_vis_0,0.8302,0.5936,0.2366,0.001972,20,10,0.2,0,5,1
synthetic_004,geo_20_10_ling_20_vis_10,0.8302,0.5248,0.3054,0.002181,20,10,0.2,10,3,1
synthetic_004,geo_20_10_ling_20_vis_25,0.8302,0.2961,0.5341,0.003142,20,10,0.2,25,2,1
synthetic_004,geo_20_10_ling_20_vis_50,0.8302,0.2875,0.5427,0.002467,20,10,0.2,50,2,1
synthetic_004,geo_20_10_ling_30_vis_0,0.8302,0.5222,0.308,0.002369,20,10,0.3,0,2,1
synthetic_004,geo_20_10_ling_30_vis_10,0.8302,0.5499,0.2803,0.001868,20,10,0.3,10,4,1
synthetic_004,geo_20_10_ling_30_vis_25,0.8302,0.3863,0.4439,0.002466,20,10,0.3,25,7,1
synthetic_004,geo_20_10_ling_30_vis_50,0.8302,0.0416,0.7886,0.003429,20,10,0.3,50,6,1
synthetic_004,geo_30_15_ling_0_vis_0,0.8302,0.3758,0.4543,0.003029,30,15,0.0,0,6,1
synthetic_004,geo_30_15_ling_0_vis_10,0.8302,0.3538,0.4764,0.002802,30,15,0.0,10,3,1
synthetic_004,geo_30_15_ling_0_vis_25,0.8302,0.2601,0.5701,0.002851,30,15,0.0,25,4,1
synthetic_004,geo_30_15_ling_0_vis_50,0.8302,0.1747,0.6555,0.002622,30,15,0.0,50,5,1
synthetic_004,geo_30_15_ling_10_vis_0,0.8302,0.3324,0.4978,0.003111,30,15,0.1,0,2,1
synthetic_004,geo_30_15_ling_10_vis_10,0.8302,0.4137,0.4164,0.002314,30,15,0.1,10,5,1
synthetic_004,geo_30_15_ling_10_vis_25,0.8302,0.2285,0.6017,0.002865,30,15,0.1,25,7,1
synthetic_004,geo_30_15_ling_10_vis_50,0.8302,0.0762,0.754,0.0029,30,15,0.1,50,4,1
synthetic_004,geo_30_15_ling_20_vis_0,0.8302,0.549,0.2812,0.001654,30,15,0.2,0,5,1
synthetic_004,geo_30_15_ling_20_vis_10,0.8302,0.2478,0.5824,0.003065,30,15,0.2,10,4,1
synthetic_004,geo_30_15_ling_20_vis_25,0.8302,0.0721,0.7581,0.003446,30,15,0.2,25,7,1
synthetic_004,geo_30_15_ling_20_vis_50,0.8302,0.0319,0.7982,0.002956,30,15,0.2,50,2,1
synthetic_004,geo_30_15_ling_30_vis_0,0.8302,0.4876,0.3425,0.001903,30,15,0.3,0,5,1
synthetic_004,geo_30_15_ling_30_vis_10,0.8302,0.5067,0.3235,0.001617,30,15,0.3,10,7,1
synthetic_004,geo_30_15_ling_30_vis_25,0.8302,0.0383,0.7919,0.003443,30,15,0.3,25,3,1
synthetic_004,geo_30_15_ling_30_vis_50,0.8302,0.3715,0.4587,0.001638,30,15,0.3,50,2,1
